org_id,source_event_timestamp,footprints_used
5,2023-03-07 19:37:53.909568 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909578 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909575 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909571 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909568 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909578 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909575 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-03-07 19:37:53.909564 UTC,"{""coordinates"": [[[-42.84192521875886, -19.159740858881108], [-42.88019038295963, -19.34025274300778], [-42.56176278486504, -19.400992649817947], [-42.52383031874507, -19.22040380402673], [-42.84192521875886, -19.159740858881108]]], ""type"": ""Polygon""}"
5,2023-01-04 05:03:55.336597 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:03:55.336597 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:00:31.133157 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:00:31.133157 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:03:55.336597 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:03:55.336597 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:00:31.133157 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:00:31.133157 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:03:55.336597 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:00:31.133157 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:03:55.336597 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:00:31.133157 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-0.75207, 51.758464], [-0.75207, 51.762276], [-0.745697, 51.762276], [-0.745697, 51.758464], [-0.75207, 51.758464]]]}"
5,2023-01-04 05:03:55.336597 UTC,"{""coordinates"": [[[-0.7854852561553923, 51.88579019671343], [-0.859748390552999, 51.706274202984154], [-0.37582463146961725, 51.62762384827515], [-0.2994206423901642, 51.80740840342469], [-0.7854852561553923, 51.88579019671343]]], ""type"": ""Polygon""}"
5,2023-01-04 05:00:31.133157 UTC,"{""coordinates"": [[[-1.1517020203542747, 51.96101200128708], [-1.2281363712589117, 51.77724991173228], [-0.7314605861147924, 51.69728435792224], [-0.6526939392558607, 51.881148450825826], [-1.1517020203542747, 51.96101200128708]]], ""type"": ""Polygon""}"
5,2023-01-04 05:03:55.336597 UTC,"{""coordinates"": [[[-0.7854852561553923, 51.88579019671343], [-0.859748390552999, 51.706274202984154], [-0.37582463146961725, 51.62762384827515], [-0.2994206423901642, 51.80740840342469], [-0.7854852561553923, 51.88579019671343]]], ""type"": ""Polygon""}"
5,2023-03-01 08:03:06.095815 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.90176800081964, 35.296349], [116.811394, 35.2811563853123], [116.811394, 35.296349], [116.90176800081964, 35.296349]]]}"
5,2023-03-01 08:03:06.095815 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.90176800081964, 35.296349], [116.811394, 35.2811563853123], [116.811394, 35.296349], [116.90176800081964, 35.296349]]]}"
5,2023-03-01 07:51:37.622932 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[117.413223, 35.26464075203752], [117.22848414279365, 35.296349], [117.413223, 35.296349], [117.413223, 35.26464075203752]]]}"
5,2023-03-01 07:51:37.622932 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[117.413223, 35.26464075203752], [117.22848414279365, 35.296349], [117.413223, 35.296349], [117.413223, 35.26464075203752]]]}"
5,2023-03-01 07:51:37.622961 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.811394, 34.852461756371376], [116.98128354123514, 34.822021], [116.811394, 34.822021], [116.811394, 34.852461756371376]]]}"
5,2023-03-01 07:51:37.622961 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.811394, 34.852461756371376], [116.98128354123514, 34.822021], [116.811394, 34.822021], [116.811394, 34.852461756371376]]]}"
5,2023-03-01 08:03:06.095815 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.90176800081964, 35.296349], [116.811394, 35.2811563853123], [116.811394, 35.296349], [116.90176800081964, 35.296349]]]}"
5,2023-03-01 08:03:06.095815 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.90176800081964, 35.296349], [116.811394, 35.2811563853123], [116.811394, 35.296349], [116.90176800081964, 35.296349]]]}"
5,2023-03-01 07:51:37.622932 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[117.413223, 35.26464075203752], [117.22848414279365, 35.296349], [117.413223, 35.296349], [117.413223, 35.26464075203752]]]}"
5,2023-03-01 07:51:37.622932 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[117.413223, 35.26464075203752], [117.22848414279365, 35.296349], [117.413223, 35.296349], [117.413223, 35.26464075203752]]]}"
5,2023-03-01 07:51:37.622961 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.811394, 34.852461756371376], [116.98128354123514, 34.822021], [116.811394, 34.822021], [116.811394, 34.852461756371376]]]}"
5,2023-03-01 07:51:37.622961 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[116.811394, 34.852461756371376], [116.98128354123514, 34.822021], [116.811394, 34.822021], [116.811394, 34.852461756371376]]]}"
2,2023-03-22 10:47:36.634804 UTC,"{""coordinates"": [[[40.376602289659004, 0.056035554575944294], [40.36252762033337, -0.015320452299769227], [40.58720266427481, -0.05923750086156672], [40.600884910335694, 0.01255816341659341], [40.376602289659004, 0.056035554575944294]]], ""type"": ""Polygon""}"
2,2023-03-22 10:47:36.634804 UTC,"{""coordinates"": [[[40.376602289659004, 0.056035554575944294], [40.36252762033337, -0.015320452299769227], [40.58720266427481, -0.05923750086156672], [40.600884910335694, 0.01255816341659341], [40.376602289659004, 0.056035554575944294]]], ""type"": ""Polygon""}"
2,2023-03-22 12:34:20.281240 UTC,"{""coordinates"": [[[40.668093803891516, 0.07334622574755754], [40.65377956177772, 4.1499610473757154e-05], [40.87938369287744, -0.04395415851506031], [40.893222889285674, 0.029181289191024692], [40.668093803891516, 0.07334622574755754]]], ""type"": ""Polygon""}"
2,2023-03-22 12:34:20.281240 UTC,"{""coordinates"": [[[40.668093803891516, 0.07334622574755754], [40.65377956177772, 4.1499610473757154e-05], [40.87938369287744, -0.04395415851506031], [40.893222889285674, 0.029181289191024692], [40.668093803891516, 0.07334622574755754]]], ""type"": ""Polygon""}"
2,2023-03-22 13:50:53.262206 UTC,"{""coordinates"": [[[41.608127926443146, 0.04126801088377396], [41.593630168970094, -0.03234949003907471], [41.820702384650176, -0.07701840508534682], [41.83481568811644, -0.003175780313339801], [41.608127926443146, 0.04126801088377396]]], ""type"": ""Polygon""}"
2,2023-03-22 13:50:53.262206 UTC,"{""coordinates"": [[[41.608127926443146, 0.04126801088377396], [41.593630168970094, -0.03234949003907471], [41.820702384650176, -0.07701840508534682], [41.83481568811644, -0.003175780313339801], [41.608127926443146, 0.04126801088377396]]], ""type"": ""Polygon""}"
2,2023-03-22 10:45:47.248897 UTC,"{""coordinates"": [[[41.817800730866246, 0.037117913678143044], [41.8035360142538, -0.035375245774264694], [42.02741406896362, -0.07929855969386931], [42.04131785423639, -0.006527253022954635], [41.817800730866246, 0.037117913678143044]]], ""type"": ""Polygon""}"
2,2023-03-22 10:45:47.248897 UTC,"{""coordinates"": [[[41.817800730866246, 0.037117913678143044], [41.8035360142538, -0.035375245774264694], [42.02741406896362, -0.07929855969386931], [42.04131785423639, -0.006527253022954635], [41.817800730866246, 0.037117913678143044]]], ""type"": ""Polygon""}"
2,2023-03-22 11:45:37.783170 UTC,"{""coordinates"": [[[41.370780162345866, 0.056731373868708315], [41.35625632966338, -0.016941851999297458], [41.58483917548514, -0.06194407380906127], [41.598940613975245, 0.011827367344712689], [41.370780162345866, 0.056731373868708315]]], ""type"": ""Polygon""}"
2,2023-03-22 11:45:37.783170 UTC,"{""coordinates"": [[[41.370780162345866, 0.056731373868708315], [41.35625632966338, -0.016941851999297458], [41.58483917548514, -0.06194407380906127], [41.598940613975245, 0.011827367344712689], [41.370780162345866, 0.056731373868708315]]], ""type"": ""Polygon""}"
3,2023-03-22 09:51:22.900839 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[13.090647747294142, 45.76372934186873], [13.087195, 45.763125], [13.086643, 45.763537], [13.086262, 45.76393], [13.086058, 45.764331], [13.086512254005045, 45.76440789327571], [13.090647747294142, 45.76372934186873]]]}"
3,2023-03-22 19:48:17.739296 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[25.22726362758648, 41.06270834329476], [25.227992, 41.063215], [25.228345, 41.062943], [25.228698, 41.062671], [25.229051, 41.062398], [25.229056022136845, 41.062394119257895], [25.22726362758648, 41.06270834329476]]]}"
3,2023-03-22 19:47:34.003578 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[25.228753315721193, 41.06262822041959], [25.229051, 41.062398], [25.229403, 41.062126], [25.227979, 41.060616], [25.226287, 41.062029], [25.22745626023846, 41.06284233879344], [25.228753315721193, 41.06262822041959]]]}"
3,2023-03-22 10:04:10.776350 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-78.85085836655045, -8.355856654330438], [-78.850784, -8.355771], [-78.850804, -8.355532], [-78.851198, -8.354672], [-78.851484, -8.354084], [-78.851548, -8.353867], [-78.851564, -8.353668], [-78.851644, -8.353411], [-78.851073, -8.353415], [-78.850857, -8.35343], [-78.850529, -8.353453], [-78.850315, -8.353461], [-78.850103, -8.35342], [-78.849942, -8.353392], [-78.849117, -8.353351], [-78.84911196867323, -8.356200887234372], [-78.85085836655045, -8.355856654330438]]]}"
3,2023-03-22 04:45:42.059933 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[16.99636051300007, 47.84031366100004], [16.99628027500006, 47.84046309300004], [16.995743893000054, 47.84032054800008], [16.99557952200007, 47.84026752200003], [16.995524869000064, 47.84019155800007], [16.995560499000078, 47.84012153500004], [16.995643201000064, 47.84007762300007], [16.995727604000024, 47.84006423200003], [16.99764086600004, 47.84060675600006], [16.997906649000072, 47.84019476700007], [16.99543520000003, 47.83951601200005], [16.994824437000034, 47.84047418800003], [16.997287829000072, 47.84115399800004], [16.99747442900002, 47.84086475000004], [16.997453972000073, 47.84067686600008], [16.997411596000063, 47.84063943600006], [16.99699522900005, 47.84047499900004], [16.99636051300007, 47.84031366100004]]]}"
3,2023-03-22 04:50:37.266276 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[-35.1546, -6.174401], [-35.15221, -6.175627], [-35.153405, -6.178124], [-35.155865, -6.176931], [-35.15462, -6.174402], [-35.154164, -6.173387], [-35.15328, -6.171469], [-35.157755, -6.162701], [-35.159527, -6.161121], [-35.159612, -6.161164], [-35.160295, -6.16311], [-35.161409, -6.162331], [-35.162229, -6.161749], [-35.167513, -6.175854], [-35.165286, -6.175532], [-35.164869, -6.175628], [-35.164725, -6.175724], [-35.165371, -6.177023], [-35.166071, -6.178294], [-35.16828, -6.17716], [-35.167553, -6.175882], [-35.162234, -6.161718], [-35.161816, -6.161644], [-35.161586, -6.161652], [-35.161345, -6.161452], [-35.161258, -6.16123], [-35.160858, -6.160139], [-35.160787, -6.160153], [-35.159618, -6.161138], [-35.159545, -6.161095], [-35.158835, -6.15963], [-35.158324, -6.160188], [-35.157928, -6.16058], [-35.157494, -6.160802], [-35.157737, -6.16266], [-35.153267, -6.171454], [-35.150803, -6.172592], [-35.151769, -6.174568], [-35.154158, -6.173413], [-35.1546, -6.174401]]]}"
3,2023-03-22 19:53:37.934991 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[25.227091924927475, 41.06258890672375], [25.227992, 41.063215], [25.228345, 41.062943], [25.228698, 41.062671], [25.229051, 41.062398], [25.22930428256911, 41.062202281651146], [25.227091924927475, 41.06258890672375]]]}"
3,2023-03-22 19:52:41.331919 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[25.228727904908123, 41.06264787240817], [25.229051, 41.062398], [25.229403, 41.062126], [25.227979, 41.060616], [25.226287, 41.062029], [25.227482915318973, 41.06286088009871], [25.228727904908123, 41.06264787240817]]]}"
3,2023-03-22 04:47:03.297130 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[28.48531, -26.615979], [28.485623, -26.616009], [28.485709, -26.616226], [28.485692, -26.616377], [28.485106, -26.61745], [28.484977, -26.6178], [28.484952, -26.617886], [28.484318, -26.61767], [28.48531, -26.615979]]]}"
3,2023-03-22 04:47:52.035455 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[28.48531, -26.615979], [28.485623, -26.616009], [28.485709, -26.616226], [28.485692, -26.616377], [28.485106, -26.61745], [28.484977, -26.6178], [28.484952, -26.617886], [28.484318, -26.61767], [28.48531, -26.615979]]]}"
3,2023-03-22 04:49:55.955586 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[28.48531, -26.615979], [28.485623, -26.616009], [28.485709, -26.616226], [28.485692, -26.616377], [28.485106, -26.61745], [28.484977, -26.6178], [28.484952, -26.617886], [28.484318, -26.61767], [28.48531, -26.615979]]]}"
3,2023-03-22 04:56:17.788807 UTC,"{""type"": ""Polygon"", ""coordinates"": [[[75.16354274662535, 17.828994667455014], [75.162578, 17.825261], [75.162543, 17.824895], [75.161506, 17.825113], [75.161988, 17.827916], [75.16242455972241, 17.829211106937272], [75.16354274662535, 17.828994667455014]]]}"
3,2023-03-22 04:19:30.536052 UTC,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-100.10969332272686, 20.50743289552003], [-100.110552, 20.507588], [-100.110015, 20.509843], [-100.10921730715474, 20.50968057000699], [-100.10969332272686, 20.50743289552003]]], [[[-100.10921708035849, 20.509681640905036], [-100.110014, 20.509844], [-100.10975, 20.510954], [-100.10897625743492, 20.510818770807706], [-100.10921708035849, 20.509681640905036]]], [[[-100.1089760322736, 20.510819833985813], [-100.109749, 20.510955], [-100.109518, 20.511926], [-100.1087855492525, 20.511719266382183], [-100.1089760322736, 20.510819833985813]]], [[[-100.10878534941637, 20.5117202099786], [-100.109518, 20.511927], [-100.10935, 20.512631], [-100.10861946267174, 20.512503502428345], [-100.10878534941637, 20.5117202099786]]]]}"
1,2022-06-27 07:38:16.249190 UTC,"{""coordinates"": [[[-44.106058103081025, -14.985983860423122], [-44.14551192274303, -15.176736304209099], [-43.81512802707872, -15.241484377617388], [-43.775681204881806, -15.049850865552648], [-44.106058103081025, -14.985983860423122]]], ""type"": ""Polygon""}"
1,2022-06-27 07:38:16.249190 UTC,"{""coordinates"": [[[-44.106058103081025, -14.985983860423122], [-44.14551192274303, -15.176736304209099], [-43.81512802707872, -15.241484377617388], [-43.775681204881806, -15.049850865552648], [-44.106058103081025, -14.985983860423122]]], ""type"": ""Polygon""}"
1,2022-06-27 07:38:16.249190 UTC,"{""coordinates"": [[[-44.106058103081025, -14.985983860423122], [-44.14551192274303, -15.176736304209099], [-43.81512802707872, -15.241484377617388], [-43.775681204881806, -15.049850865552648], [-44.106058103081025, -14.985983860423122]]], ""type"": ""Polygon""}"
1,2022-06-27 07:38:16.252594 UTC,"{""coordinates"": [[[-44.106058103081025, -14.985983860423122], [-44.14551192274303, -15.176736304209099], [-43.81512802707872, -15.241484377617388], [-43.775681204881806, -15.049850865552648], [-44.106058103081025, -14.985983860423122]]], ""type"": ""Polygon""}"
1,2022-06-27 07:38:16.252594 UTC,"{""coordinates"": [[[-44.106058103081025, -14.985983860423122], [-44.14551192274303, -15.176736304209099], [-43.81512802707872, -15.241484377617388], [-43.775681204881806, -15.049850865552648], [-44.106058103081025, -14.985983860423122]]], ""type"": ""Polygon""}"
1,2022-01-25 19:06:26.709650 UTC,"{""coordinates"": [[[170.82759038334703, -42.754778621857696], [170.76773637160997, -42.95064051408652], [171.21600811921365, -43.02418549278535], [171.27528193240744, -42.82743712103116], [170.82759038334703, -42.754778621857696]]], ""type"": ""Polygon""}"
